test,prediction
0.18518518518518517,0.15707788953798132
0.16830864197530865,0.17628544185698497
0.2345679012345679,0.18292432198059044
0.25925925925925924,0.3513091965630652
0.43209876543209874,0.3789549865805031
0.8271604938271605,0.573373353210439
0.8395061728395061,0.7639597796354267
0.2716049382716049,0.3561181093303949
0.08641975308641975,0.10579406266730394
0.2097530864197531,0.2912273578267065
0.35802469135802467,0.29247805460568654
0.25925925925925924,0.28805696322766405
0.3333333333333333,0.32991682938895456
0.11850617283950615,0.14990813266097924
0.08641975308641975,0.2074660161721448
0.12345679012345678,0.15966202016541664
1.0246913580246915,0.6034592007246282
0.345679012345679,0.2983908378498131
0.1111111111111111,0.17018414177038932
0.2839506172839506,0.2003167518606018
0.5679012345679012,0.3968790578759484
0.2345679012345679,0.21849848521743065
0.16049382716049382,0.2600657602533526
0.19753086419753085,0.2585386571931754
0.04938271604938271,0.07614080523328134
0.25925925925925924,0.4187502711241194
0.6172839506172839,0.7049428549425526
0.16049382716049382,0.13037328829917186
0.2715925925925926,0.3462416996676418
1.0673086419753086,0.6896346104362789
0.12345679012345678,0.12398037713610334
0.07407407407407407,0.13290247815342385
0.19753086419753085,0.30377026016175235
0.2345679012345679,0.3644249701838036
0.7160493827160493,0.269130338742724
0.07407407407407407,0.08669533020781375
0.6172839506172839,0.6252903335937685
0.12345679012345678,0.15655681098334498
0.26914814814814814,0.2472742842178601
0.1604814814814815,0.1500385595427037
0.2839506172839506,0.25341230138226534
0.1111111111111111,0.08131413123497341
0.12345679012345678,0.17747083713154482
0.2839506172839506,0.19216353859564253
0.16049382716049382,0.15164444057204893
0.16049382716049382,0.13115620434702607
0.08641975308641975,0.1395586188782464
0.5555555555555556,0.35823192227351597
0.19753086419753085,0.2219409042161715
0.14814814814814814,0.17600551029689304
0.3567407407407407,0.4893586158865212
0.16049382716049382,0.21039309092456912
0.18518518518518517,0.2036006097241475
0.19753086419753085,0.37508919471717267
0.09876543209876543,0.11564034595602064
0.3138148148148148,0.3609590805322656
0.18518518518518517,0.21358164517259115
0.24691358024691357,0.27827071191741437
0.20987654320987653,0.21423072034691956
0.06172839506172839,0.08097632097137243
0.07407407407407407,0.09460531338689046
0.2222222222222222,0.2764257611112095
0.19753086419753085,0.25487350964001454
0.3333333333333333,0.3465248349931873
0.16049382716049382,0.19855627987616786
0.1728395061728395,0.15684139395771488
0.18518518518518517,0.1821925670668469
0.09876543209876543,0.13156074970942017
0.1111111111111111,0.24346202337643574
0.4074074074074074,0.4694204627483765
0.06172839506172839,0.14702575814001714
0.41975308641975306,0.2809260564322007
0.30864197530864196,0.396093194288692
0.4361604938271605,0.4622283317721899
0.4444444444444444,0.22257244661118541
0.25925925925925924,0.2403452309246637
0.20987654320987653,0.20128261277601148
0.21604938271604937,0.23138544567718583
0.1728395061728395,0.16382297284496555
0.16049382716049382,0.18043694527670595
0.04938271604938271,0.10679997656672398
0.1111111111111111,0.14678992605861121
0.4567901234567901,0.6367363349459575
0.13580246913580246,0.15766453539719513
0.5925925925925926,0.29098408698661377
0.6172839506172839,0.4622405398321084
0.25925925925925924,0.3374094877833546
0.14814814814814814,0.1769325231020688
0.037037037037037035,0.03308114628039038
0.5432098765432098,0.6797770479306844
0.345679012345679,0.2093680585367796
0.7777777777777778,0.7111868134576447
0.2962962962962963,0.24533436208184278
0.06172839506172839,0.2922405985093801
0.20987654320987653,0.1889317464867378
0.19753086419753085,0.1639204315438465
0.654320987654321,0.581753975513788
0.3296296296296296,0.38777265361781493
0.19987654320987655,0.11677438866025858
0.09876543209876543,0.12667203204966362
0.4814814814814815,0.6409794497449574
0.07407407407407407,0.09442973467286811
0.4691358024691358,0.37529012991494054
0.4074074074074074,0.3322863279460727
0.32098765432098764,0.2689055550803217
0.09876543209876543,0.20860970765729428
0.2839506172839506,0.16726293081304097
0.12345679012345678,0.18765058997819276
0.3333333333333333,0.3496623998291398
0.06172839506172839,0.21941610238442058
0.13580246913580246,0.1645847591324274
0.2222222222222222,0.31019036644300596
0.06172839506172839,0.1808064157870836
0.12345679012345678,0.10862769973319972
0.41975308641975306,0.3026131866540718
0.35802469135802467,0.24753801409415027
0.2222222222222222,0.22097373838337683
1.1357901234567902,0.632126145492392
0.1111111111111111,0.12694351416131774
0.06172839506172839,0.1130242465151783
0.037037037037037035,0.11324167746561219
0.07407407407407407,0.16009233937440906
0.19753086419753085,0.1803884014801503
0.28888888888888886,0.1828667977718961
0.3333333333333333,0.2347015631768595
0.2222222222222222,0.10321130863951022
0.08641975308641975,0.06433506272964729
0.345679012345679,0.3809873248610067
0.3950617283950617,0.4291790420928636
0.12345679012345678,0.21994613666790208
0.1111111111111111,0.12016514569270191
0.2222222222222222,0.26818694935474496
0.19753086419753085,0.2241147599488999
0.20987654320987653,0.14041649461271347
0.04938271604938271,0.12312770507242884
0.9999999999999999,0.7396835138073519
0.3406913580246913,0.5279099046016379
0.16049382716049382,0.15986256906241048
0.38271604938271603,0.5252550383040181
0.18518518518518517,0.26782471926333784
0.24691358024691357,0.23310527419646668
0.4691358024691358,0.29022652240367086
0.19753086419753085,0.1459217001728685
0.3950617283950617,0.314818621906489
0.07407407407407407,0.12556876909977008
0.345679012345679,0.23926314840595442
0.345679012345679,0.3199309919256378
0.2839506172839506,0.3516348147265785
0.16049382716049382,0.1599767968386236
0.18518518518518517,0.24414241430550432
0.1728395061728395,0.11816238836845026
0.13580246913580246,0.10478569832208719
0.5308641975308642,0.4018145810770567
0.1728395061728395,0.267427903806619
0.24691358024691357,0.25868241351531546
0.1728395061728395,0.22442881412385027
0.14814814814814814,0.16084403630860503
0.3333333333333333,0.32138014431481005
1.0987654320987654,0.5196367367744409
0.16049382716049382,0.2321540283739005
0.13580246913580246,0.17391680559802408
0.7777777777777778,0.6572275377163664
0.5432098765432098,0.3962426724228936
0.5308641975308642,0.283907152602674
0.3120246913580247,0.5828479228044126
0.18518518518518517,0.10461366339936415
0.345679012345679,0.26609839635633087
0.4567901234567901,0.29457621623716795
0.1728395061728395,0.19247318444635364
0.13580246913580246,0.13709200621253617
0.24691358024691357,0.3733395437117013
0.25925925925925924,0.20216436337111304
0.4722222222222222,0.560509931891963
1.148148148148148,0.843604395538076
0.30864197530864196,0.3210609182203203
0.2839506172839506,0.22735202918103495
0.2222222222222222,0.1681416487888362
0.18518518518518517,0.3202043939394157
0.14814814814814814,0.1730219721968754
0.345679012345679,0.23719448202085097
0.11869135802469136,0.08680807508770318
0.16049382716049382,0.23781562155340125
0.18518518518518517,0.24305698425264743
0.24691358024691357,0.24508862086879363
0.037037037037037035,0.06748214027444441
0.20987654320987653,0.139725766957909
0.2839506172839506,0.22785614840809898
0.24691358024691357,0.23539162829999088
0.09876543209876543,0.14514578188228344
0.2962962962962963,0.23847881124452602
0.09876543209876543,0.16817642555105236
0.2345679012345679,0.29170290051831566
0.5432098765432098,0.5223599245919662
0.07407407407407407,0.10351051017647823
0.38271604938271603,0.4573165406120507
0.09876543209876543,0.13245486313627552
0.13580246913580246,0.20196221016819366
0.2839506172839506,0.44997728131455145
0.04938271604938271,0.12892402506131795
1.456777777777778,0.7372854444229564
0.5679012345679012,0.4554143268414141
0.13580246913580246,0.1597669615573968
0.32098765432098764,0.39324906558340395
0.06172839506172839,0.12260544214147052
0.35802469135802467,0.29294247552242325
0.345679012345679,0.2555139254647178
0.5307654320987655,0.3424793258949175
0.16049382716049382,0.28283073796235597
0.25925925925925924,0.36412605399706105
0.2222222222222222,0.2562508043496835
0.16049382716049382,0.1699807187167833
0.14814814814814814,0.18810257752687978
0.3333333333333333,0.2935416626063882
0.13580246913580246,0.14469257090004445
0.37037037037037035,0.21503057366090444
0.08641975308641975,0.07695085186587015
0.5555555555555556,0.5562741849110383
0.25925925925925924,0.321360156141773
0.1728395061728395,0.1653303107592372
0.12345679012345678,0.14346163776272555
0.345679012345679,0.28684657171964073
0.19753086419753085,0.26563485577434115
0.08641975308641975,0.21045393805169563
0.07407407407407407,0.18197963390215002
0.18517283950617286,0.1934946058994509
0.13579012345679015,0.3745171881098629
0.1728395061728395,0.15284155303899838
0.345679012345679,0.5010605442735877
0.20987654320987653,0.24272967374946375
0.3333333333333333,0.326932086661262
0.24691358024691357,0.2769021816830051
0.14814814814814814,0.1571266777211726
0.345679012345679,0.27425084120425813
0.13580246913580246,0.15265558460235193
0.345679012345679,0.3478290604984426
0.2222222222222222,0.16179114336026196
0.16049382716049382,0.1811538064098132
0.20987654320987653,0.2508970170367493
0.35802469135802467,0.39434324015087396
0.20987654320987653,0.24877431662448662
0.17160493827160495,0.1789611134046046
0.12345679012345678,0.1498999734002874
0.12345679012345678,0.10364158266805103
0.2222222222222222,0.2655146065921608
0.2844938271604938,0.3719918708529121
0.4691358024691358,0.25812280193791287
0.2839506172839506,0.3667021244874764
0.18518518518518517,0.14429882033515273
0.654320987654321,0.3581936654060935
0.18518518518518517,0.139725766957909
0.2222222222222222,0.16686386758384505
0.1111111111111111,0.1564763095654696
0.20006172839506173,0.21744066694235833
0.09876543209876543,0.07702131166241571
0.30864197530864196,0.19501600682906967
0.3950617283950617,0.2448546654263681
0.18518518518518517,0.16096477069442058
0.2839506172839506,0.34030437104982314
0.5432098765432098,0.3529159257812688
0.43209876543209874,0.3113471858290297
0.08641975308641975,0.11024129184001277
0.32098765432098764,0.213973656640981
0.037037037037037035,0.11010117655478638
0.08641975308641975,0.09700382131473055
0.09876543209876543,0.2367633643451568
1.0406419753086418,0.631522429498732
0.037037037037037035,0.06774366497028961
0.16049382716049382,0.1484434786893274
0.7777777777777778,0.6398617987876254
0.2345679012345679,0.2710214621634767
0.18518518518518517,0.13165308099623316
0.1728395061728395,0.234862406891004
0.20986419753086422,0.5102171075057883
0.1728395061728395,0.12941059701186078
0.654320987654321,0.5518955135070496
0.30864197530864196,0.1683279583210081
0.1728395061728395,0.17100264998176012
0.3950617283950617,0.2990876154395882
0.08641975308641975,0.13416047219872843
0.25925925925925924,0.27546853067970206
0.13580246913580246,0.0970982476261081
0.12345679012345678,0.21946564667886342
0.13580246913580246,0.14205388996367646
0.4074074074074074,0.29409531526780275
0.24691358024691357,0.2394456626390715
0.24691358024691357,0.22152774157926325
0.4074074074074074,0.26810890489145517
0.09876543209876543,0.14876909205329855
0.22001234567901234,0.5339456623431174
0.1111111111111111,0.15020348907984754
0.2345679012345679,0.21431815829219913
0.1111111111111111,0.26572304823772647
0.1728395061728395,0.18727538879939548
0.14814814814814814,0.11635338752804514
0.2962962962962963,0.428717318555286
0.8641975308641975,0.5091337973915258
0.32098765432098764,0.291908935368145
0.345679012345679,0.2377948633584847
0.16049382716049382,0.18578824403037592
0.3950617283950617,0.33278133923478515
0.1111111111111111,0.12489860992859612
0.04938271604938271,0.07634196763766325
0.16049382716049382,0.2477437803310588
0.18518518518518517,0.16111189457114555
0.345679012345679,0.3253989884680411
0.13580246913580246,0.10814325268814468
0.1111111111111111,0.14775458912187125
0.12345679012345678,0.17475465106034166
0.12345679012345678,0.1478653725153997
1.765432098765432,0.7674710555682646
0.16049382716049382,0.2241688394351926
0.3454074074074074,0.44425652608672367
0.12345679012345678,0.17592695880915568
0.43209876543209874,0.25364252657458697
1.1358024691358026,0.7599758648029864
0.2839506172839506,0.3090778547794449
0.6939753086419753,0.6451823170720589
0.2222222222222222,0.1521339742226053
0.25925925925925924,0.13868019273277168
0.18518518518518517,0.2243767344359052
0.14814814814814814,0.1154016391005524
0.12345679012345678,0.15093340863540183
0.06172839506172839,0.09586087643519557
0.08641975308641975,0.1135690759830101
0.36019753086419753,0.35431637728541626
0.43209876543209874,0.3228581585947002
0.2222222222222222,0.185059396959498
0.09876543209876543,0.16212302394157602
0.49382716049382713,0.3968790578759484
0.32098765432098764,0.3265329288754269
0.07407407407407407,0.15281959880195328
0.12345679012345678,0.1882278627826265
0.13580246913580246,0.06584651716262287
0.18518518518518517,0.30349656270888287
0.07407407407407407,0.06677961495016838
0.12345679012345678,0.1334541383007986
0.19753086419753085,0.19947921911679758
0.1728395061728395,0.1535495959086371
0.1728395061728395,0.178248833316153
0.20987654320987653,0.20574826809310573
0.12345679012345678,0.1974087513011274
0.345679012345679,0.3203813944615947
0.18518518518518517,0.19630328051315896
0.09876543209876543,0.15530247423619115
0.41975308641975306,0.6367363349459575
0.2839506172839506,0.21036015477288542
0.06172839506172839,0.1130242465151783
0.04938271604938271,0.08012791106334881
0.19753086419753085,0.1446625285231431
0.1111111111111111,0.09190892154197525
0.2962962962962963,0.24700158418445675
0.5841234567901235,0.5530674963315889
0.4074074074074074,0.2901052159605291
0.07407407407407407,0.1282957022002179
0.2716049382716049,0.20350581170744275
0.1728395061728395,0.30691772806236256
0.37037037037037035,0.30040282339977403
0.18518518518518517,0.2620437279727899
0.25925925925925924,0.3641592276527052
0.25925925925925924,0.26098794746529547
0.12345679012345678,0.1343568213242736
0.2839506172839506,0.37809844514022983
0.08641975308641975,0.09460531338689046
0.345679012345679,0.27643845742687817
0.08243209876543209,0.060432684665474294
0.19753086419753085,0.2545562803462996
1.333320987654321,0.688638293071071
0.06172839506172839,0.0887096034072288
0.18518518518518517,0.1535495959086371
0.09876543209876543,0.18029771555530927
0.13580246913580246,0.23314586429128556
0.18518518518518517,0.14990813266097924
0.32098765432098764,0.23519844854754315
0.5061728395061729,0.4831203592677125
1.187753086419753,0.6066263840131135
0.08641975308641975,0.10761086733842136
0.2962962962962963,0.2636127190936724
0.1111111111111111,0.1691423925481313
0.18098765432098765,0.2631754347574307
0.14814814814814814,0.15827392871692464
0.08641975308641975,0.10722757065200085
0.16049382716049382,0.250183805903134
0.09876543209876543,0.12436998670894295
0.2716049382716049,0.28691557191221134
1.567901234567901,0.7580926915994493
0.5925925925925926,0.5208484654977972
0.04938271604938271,0.0728507550231849
0.2962962962962963,0.21369764985593526
1.3333333333333335,0.6433315005761453
0.2222222222222222,0.22764898043655096
0.13580246913580246,0.18136757342263182
0.22209876543209878,0.4053838203284173
0.1728395061728395,0.13248648184009235
0.07407407407407407,0.08761959734825703
0.19753086419753085,0.21019753406839778
0.12345679012345678,0.12736600802477063
0.2345679012345679,0.22999051929069136
0.2368148148148148,0.4321714032862825
